timestamp_utc,location,temperature_c,wind_speed_ms,wind_direction_deg,solar_irradiance_wm2,cloud_cover_pct,humidity_pct,pressure_hpa,is_forecast,forecast_source
2026-01-05T00:00:00Z,Karlsruhe_CCGT,-5.0,0,199.0,0,0,81.0,1014.9,False,ACTUAL
2026-01-05T00:00:00Z,Landshut_OCGT,-2.2,1.5,93.0,0,43.0,92.0,1004.5,False,ECMWF
2026-01-05T00:00:00Z,Nordsee_Wind,-6.2,4.4,83.0,0,93.0,42.0,1012.1,False,GFS
2026-01-05T00:00:00Z,Augsburg_Solar,-1.7,7.8,321.0,0,66.0,48.0,1001.6,False,GFS
2026-01-05T01:00:00Z,Karlsruhe_CCGT,-4.0,1.1,212.0,0,65.0,64.0,1005.3,True,GFS
2026-01-05T01:00:00Z,Landshut_OCGT,-1.2,3.9,171.0,0,65.0,65.0,1019.4,True,GFS
2026-01-05T01:00:00Z,Nordsee_Wind,-3.4,5.3,76.0,0,64.0,68.0,1011.4,True,ECMWF
2026-01-05T01:00:00Z,Augsburg_Solar,-8.0,0.9,11.0,0,21.0,77.0,1017.7,False,GFS
2026-01-05T02:00:00Z,Karlsruhe_CCGT,-1.8,2.2,205.0,0,42.0,63.0,1008.2,True,ECMWF
2026-01-05T02:00:00Z,Landshut_OCGT,-2.9,3.9,281.0,0,88.0,55.0,1021.0,False,GFS
2026-01-05T02:00:00Z,Nordsee_Wind,-0.2,7.8,47.0,0,76.0,55.0,1013.5,True,ECMWF
2026-01-05T02:00:00Z,Augsburg_Solar,-5.3,1.0,313.0,0,14.0,91.0,1017.5,False,ECMWF
2026-01-05T03:00:00Z,Karlsruhe_CCGT,4.2,2.2,165.0,0,33.0,90.0,1021.4,False,ECMWF
2026-01-05T03:00:00Z,Landshut_OCGT,-1.9,6.4,127.0,0,42.0,86.0,1006.6,True,ECMWF
2026-01-05T03:00:00Z,Nordsee_Wind,3.0,8.3,359.0,0,71.0,70.0,1021.0,False,GFS
2026-01-05T03:00:00Z,Augsburg_Solar,-5.5,2.7,94.0,0,16.0,64.0,1026.1,False,GFS
2026-01-05T04:00:00Z,Karlsruhe_CCGT,-2.7,7.7,40.0,0,73.0,45.0,1014.2,False,ACTUAL
2026-01-05T04:00:00Z,Landshut_OCGT,-0.3,3.0,302.0,0,67.0,73.0,1028.1,True,ACTUAL
2026-01-05T04:00:00Z,Nordsee_Wind,1.4,8.5,253.0,0,86.0,55.0,1010.9,False,ACTUAL
2026-01-05T04:00:00Z,Augsburg_Solar,-3.7,2.1,218.0,0,49.0,48.0,1012.7,True,ECMWF
2026-01-05T05:00:00Z,Karlsruhe_CCGT,1.5,0.9,219.0,0,29.0,65.0,1017.3,True,GFS
2026-01-05T05:00:00Z,Landshut_OCGT,-1.1,2.5,113.0,0,80.0,78.0,1018.6,True,ACTUAL
2026-01-05T05:00:00Z,Nordsee_Wind,0.2,6.6,1.0,0,0,59.0,1008.4,True,ACTUAL
2026-01-05T05:00:00Z,Augsburg_Solar,-1.9,3.3,304.0,0,34.0,52.0,1017.9,True,GFS
2026-01-05T06:00:00Z,Karlsruhe_CCGT,0.2,2.5,229.0,0,34.0,77.0,1018.9,True,ECMWF
2026-01-05T06:00:00Z,Landshut_OCGT,2.6,3.2,222.0,0,53.0,89.0,1001.0,True,ECMWF
2026-01-05T06:00:00Z,Nordsee_Wind,2.5,8.1,341.0,0,53.0,66.0,1013.9,True,ACTUAL
2026-01-05T06:00:00Z,Augsburg_Solar,6.1,5.8,316.0,0,61.0,45.0,1018.8,False,ECMWF
2026-01-05T07:00:00Z,Karlsruhe_CCGT,-0.4,3.2,84.0,0,63.0,46.0,1037.6,False,GFS
2026-01-05T07:00:00Z,Landshut_OCGT,0.8,8.0,196.0,0,42.0,61.0,1018.9,False,ACTUAL
2026-01-05T07:00:00Z,Nordsee_Wind,-0.9,7.5,201.0,0,41.0,66.0,1011.8,False,GFS
2026-01-05T07:00:00Z,Augsburg_Solar,-0.1,4.5,360.0,98.0,58.0,63.0,1011.9,False,ECMWF
2026-01-05T08:00:00Z,Karlsruhe_CCGT,-5.2,7.5,9.0,0,41.0,83.0,1015.1,True,ACTUAL
2026-01-05T08:00:00Z,Landshut_OCGT,2.5,6.7,78.0,0,52.0,33.0,1028.4,True,ECMWF
2026-01-05T08:00:00Z,Nordsee_Wind,-2.2,8.1,186.0,0,51.0,43.0,1011.9,True,ACTUAL
2026-01-05T08:00:00Z,Augsburg_Solar,2.4,3.5,328.0,154.0,28.0,75.0,1009.1,False,GFS
2026-01-05T09:00:00Z,Karlsruhe_CCGT,-2.4,4.6,314.0,0,58.0,54.0,1018.4,True,ECMWF
2026-01-05T09:00:00Z,Landshut_OCGT,-3.0,0.1,309.0,0,47.0,63.0,1022.4,True,ACTUAL
2026-01-05T09:00:00Z,Nordsee_Wind,-0.8,10.1,298.0,0,53.0,73.0,1008.3,True,ECMWF
2026-01-05T09:00:00Z,Augsburg_Solar,-4.8,1.8,292.0,365.0,40.0,78.0,1017.6,False,GFS
2026-01-05T10:00:00Z,Karlsruhe_CCGT,-2.0,0,69.0,0,30.0,59.0,1022.4,False,ACTUAL
2026-01-05T10:00:00Z,Landshut_OCGT,-4.0,0.9,77.0,0,49.0,64.0,1010.0,True,ACTUAL
2026-01-05T10:00:00Z,Nordsee_Wind,-0.3,8.8,291.0,0,91.0,56.0,1000.8,True,GFS
2026-01-05T10:00:00Z,Augsburg_Solar,-1.0,4.0,230.0,407.0,44.0,59.0,1032.5,True,ECMWF
2026-01-05T11:00:00Z,Karlsruhe_CCGT,1.6,0,287.0,0,19.0,42.0,1020.0,True,GFS
2026-01-05T11:00:00Z,Landshut_OCGT,-2.2,2.9,31.0,0,51.0,67.0,1016.3,True,ECMWF
2026-01-05T11:00:00Z,Nordsee_Wind,-9.0,6.6,350.0,0,36.0,100,1003.1,True,ACTUAL
2026-01-05T11:00:00Z,Augsburg_Solar,-3.9,5.5,41.0,233.0,1.0,70.0,1023.0,False,GFS
2026-01-05T12:00:00Z,Karlsruhe_CCGT,-3.5,0,235.0,0,60.0,64.0,1016.5,False,ACTUAL
2026-01-05T12:00:00Z,Landshut_OCGT,-7.3,2.7,161.0,0,48.0,62.0,996.4,True,ECMWF
2026-01-05T12:00:00Z,Nordsee_Wind,-2.2,12.1,355.0,0,37.0,78.0,1008.1,False,ECMWF
2026-01-05T12:00:00Z,Augsburg_Solar,-5.7,0,141.0,471.0,32.0,48.0,998.5,True,ACTUAL
